datetime,portfolio_value,cash,positions,return
2024-01-21 00:00:00-05:00,10000.0,10000.0,[],
2024-01-21 00:00:10-05:00,9997.89326966125,497.904759302791,"[{'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 5.3639}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.8624}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 78.6815}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.2938}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5981}, {'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04492112}]",-0.00021067303387500846
2024-01-21 00:00:20-05:00,9997.89326966125,497.904759302791,"[{'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 5.3639}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.8624}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 78.6815}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.2938}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5981}, {'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04492112}]",0.0
2024-01-21 00:00:30-05:00,9997.89326966125,497.904759302791,"[{'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 5.3639}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.8624}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 78.6815}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.2938}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5981}, {'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04492112}]",0.0
2024-01-21 00:00:40-05:00,9997.89326966125,497.904759302791,"[{'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 5.3639}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.8624}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 78.6815}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.2938}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5981}, {'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04492112}]",0.0
2024-01-21 00:00:50-05:00,9997.89326966125,497.904759302791,"[{'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 5.3639}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.8624}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 78.6815}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.2938}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5981}, {'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04492112}]",0.0
2024-01-21 00:01:00-05:00,9997.89326966125,497.904759302791,"[{'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 5.3639}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.8624}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 78.6815}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.2938}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5981}, {'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04492112}]",0.0
2024-01-21 00:01:10-05:00,9997.89326966125,497.904759302791,"[{'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 5.3639}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.8624}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 78.6815}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.2938}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5981}, {'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04492112}]",0.0
2024-01-21 00:01:20-05:00,9997.89326966125,497.904759302791,"[{'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 5.3639}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.8624}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 78.6815}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.2938}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5981}, {'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04492112}]",0.0
2024-01-21 00:01:30-05:00,9997.89326966125,497.904759302791,"[{'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 5.3639}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.8624}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 78.6815}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.2938}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5981}, {'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04492112}]",0.0
2024-01-21 00:01:40-05:00,9997.89326966125,497.904759302791,"[{'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 5.3639}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.8624}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 78.6815}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.2938}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5981}, {'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04492112}]",0.0
2024-01-21 00:01:50-05:00,9997.89326966125,497.904759302791,"[{'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 5.3639}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.8624}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 78.6815}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.2938}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5981}, {'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04492112}]",0.0
2024-01-21 00:02:00-05:00,9997.89326966125,497.904759302791,"[{'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 5.3639}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.8624}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 78.6815}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.2938}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5981}, {'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04492112}]",0.0
