datetime,portfolio_value,cash,positions,return
2024-01-22 08:30:00-05:00,10000.0,10000.0,[],
2024-01-22 09:30:00-05:00,10000.0,10000.0,[],0.0
2024-01-22 09:30:00-05:00,10000.0,10000.0,[],0.0
2024-01-22 16:00:00-05:00,10078.495904357676,5068.029815984627,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.02023504}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 11.1697}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 99.395}]",0.007849590435767606
2024-01-23 08:30:00-05:00,9999.999999999998,5068.029815984627,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.02023504}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 11.1697}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 99.395}]",-0.007788454259701427
2024-01-23 09:30:00-05:00,9999.999999999998,5068.029815984627,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.02023504}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 11.1697}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 99.395}]",0.0
2024-01-23 09:30:00-05:00,9999.999999999998,5068.029815984627,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.02023504}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 11.1697}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 99.395}]",0.0
2024-01-23 16:00:00-05:00,9995.797314878753,574.6376763368607,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.02023504}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 11.1697}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 99.395}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.1824}, {'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 7.5683}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 92.5596}]",-0.0004202685121245109
2024-01-24 08:30:00-05:00,10039.366496777151,574.6376763368607,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.02023504}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 11.1697}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 99.395}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.1824}, {'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 7.5683}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 92.5596}]",0.004358750035231784
2024-01-24 09:30:00-05:00,10039.366496777151,574.6376763368607,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.02023504}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 11.1697}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 99.395}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.1824}, {'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 7.5683}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 92.5596}]",0.0
2024-01-24 09:30:00-05:00,10039.366496777151,574.6376763368607,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.02023504}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 11.1697}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 99.395}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.1824}, {'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 7.5683}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 92.5596}]",0.0
2024-01-24 16:00:00-05:00,10055.016562976683,1960.748816864815,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.02023504}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 10.2544}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 99.395}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.1824}, {'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 2.5262000000000002}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 81.2895}]",0.001558869895282422
2024-01-25 08:30:00-05:00,10125.06933099593,1960.748816864815,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.02023504}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 10.2544}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 99.395}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.1824}, {'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 2.5262000000000002}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 81.2895}]",0.006966947053790529
2024-01-25 09:30:00-05:00,10125.06933099593,1960.748816864815,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.02023504}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 10.2544}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 99.395}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.1824}, {'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 2.5262000000000002}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 81.2895}]",0.0
2024-01-25 09:30:00-05:00,10125.06933099593,1960.748816864815,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.02023504}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 10.2544}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 99.395}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.1824}, {'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 2.5262000000000002}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 81.2895}]",0.0
2024-01-25 16:00:00-05:00,10117.212452882239,965.7125359639658,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04662478}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5851}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.8473}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.1824}, {'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 4.2213}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 81.2895}]",-0.0007759826483003662
2024-01-26 08:30:00-05:00,10104.769960831061,965.7125359639658,"[{'asset': {'symbol': 'BTC-USD', 'type': 'stock'}, 'quantity': 0.04662478}, {'asset': {'symbol': 'GLD', 'type': 'stock'}, 'quantity': 9.5851}, {'asset': {'symbol': 'SLV', 'type': 'stock'}, 'quantity': 86.8473}, {'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 2.1824}, {'asset': {'symbol': 'SMH', 'type': 'stock'}, 'quantity': 4.2213}, {'asset': {'symbol': 'DFEN', 'type': 'stock'}, 'quantity': 81.2895}]",-0.0012298340189181856
